('http://www.cs.jhu.edu/~yarowsky/601.466.hw4.zip', 'EMAIL', 'x18@v.xb')
('https://www.cs.jhu.edu/~yarowsky/', 'EMAIL', 'yarowsky@jhu.edu')
('https://www.cs.jhu.edu/~yarowsky/', 'ADDRESS', 'Baltimore, MD 21218')
('http://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#alert', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#alert', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#menu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#menu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#menu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#menu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu/~yarowsky/', 'EMAIL', 'yarowsky@jhu.edu')
('http://www.cs.jhu.edu/~yarowsky/', 'ADDRESS', 'Baltimore, MD 21218')
